Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1614837600.0,49664.40000000,49870.00000000,49237.49000000,49393.07000000,2645.16712500,1614841199.999,131018764.94435118,72059,1176.34274000,58273254.52288077,0
1614841200.0,49393.08000000,49816.00000000,49320.00000000,49696.49000000,2234.03931000,1614844799.999,110828678.90419889,109498,1055.00032200,52337421.41246901,0
1614844800.0,49701.37000000,50756.23000000,49688.46000000,50221.61000000,4072.44769000,1614848399.999,205017535.42104988,98949,1920.06207300,96645888.47671643,0
1614848400.0,50221.67000000,50225.00000000,48524.86000000,49069.98000000,5990.24725100,1614851999.999,293836706.53748163,155675,2850.86327900,139805295.23980407,0
1614852000.0,49069.99000000,49562.49000000,48747.46000000,49219.42000000,3159.20152200,1614855599.999,155318797.62700935,82160,1450.19468900,71297604.04786283,0
1614855600.0,49216.96000000,49499.00000000,48898.64000000,49323.32000000,2362.81813700,1614859199.999,116380363.77900442,79907,1225.97429300,60394695.34874380,0
1614859200.0,49323.31000000,49764.92000000,49113.63000000,49355.84000000,2548.53514900,1614862799.999,125917611.75631470,106501,1271.47501100,62830402.83400939,0
1614862800.0,49355.85000000,49710.00000000,48721.43000000,49633.44000000,3379.86793700,1614866399.999,166619030.46277974,90032,1744.42532100,86010212.06358469,0
1614866400.0,49633.44000000,50569.41000000,49205.13000000,49422.53000000,4935.92384900,1614869999.999,245794766.67514644,122141,2398.65822600,119450300.31675610,0
1614870000.0,49422.53000000,49812.41000000,48829.07000000,49412.60000000,4123.16341300,1614873599.999,203320373.60060322,103220,2125.30199900,104800742.77860544,0
1614873600.0,49412.60000000,50033.92000000,49300.01000000,49693.59000000,2731.21131900,1614877199.999,135736787.73498519,81783,1392.03344700,69191403.27582915,0
1614877200.0,49694.60000000,49927.34000000,48319.36000000,48508.07000000,4940.77189000,1614880799.999,242741823.79543321,124202,2414.98676600,118688903.20083292,0
1614880800.0,48508.01000000,48666.66000000,47588.52000000,47600.01000000,5960.91355300,1614884399.999,286835970.47422675,144059,2727.59863900,131306475.85429757,0
1614884400.0,47600.00000000,48394.04000000,47596.29000000,48000.36000000,3689.38935300,1614887999.999,177510471.16833480,115542,1802.29835200,86688235.65910484,0
1614888000.0,48000.37000000,48270.99000000,47500.00000000,48221.00000000,3058.63060700,1614891599.999,146501948.75320175,76424,1483.31950500,71073269.89941984,0
1614891600.0,48221.00000000,48434.68000000,47800.00000000,47955.77000000,1971.81794600,1614895199.999,94901008.52759783,51084,1041.88162500,50141918.29659669,0
1614895200.0,47955.78000000,48350.00000000,47859.16000000,48249.99000000,1346.51845200,1614898799.999,64853394.20502821,50261,732.94692900,35308935.56370703,0
1614898800.0,48249.99000000,48710.94000000,48049.00000000,48374.09000000,2300.81776900,1614902399.999,111449045.19746825,48950,1226.92879000,59419406.95733242,0
1614902400.0,48374.09000000,48376.20000000,46512.90000000,46829.84000000,6980.75137400,1614905999.999,328721516.54924524,147184,2850.39814000,134215808.17783862,0
1614906000.0,46829.84000000,47000.00000000,46300.00000000,46709.94000000,4433.21166500,1614909599.999,206693722.64967049,110525,2172.25014500,101302132.56477424,0
1614909600.0,46709.95000000,47180.85000000,46366.33000000,47108.28000000,3350.86472100,1614913199.999,156723197.32219965,72991,1732.80657400,81056202.99890545,0
1614913200.0,47107.25000000,47339.00000000,46800.88000000,47289.81000000,2239.18266700,1614916799.999,105421027.90991740,61052,1025.98802000,48309932.46178079,0
1614916800.0,47289.81000000,47307.69000000,46500.00000000,46679.08000000,2082.33394200,1614920399.999,97950064.72169799,49715,876.45557600,41235865.38349453,0
1614920400.0,46670.26000000,47253.17000000,46665.73000000,47153.13000000,2232.82222600,1614923999.999,104974819.51468483,88227,1125.10198900,52905458.28653990,0
1614924000.0,47153.13000000,47442.01000000,46954.81000000,47396.56000000,2085.31822600,1614927599.999,98517743.60347576,53209,1051.94983300,49709329.18608152,0
1614927600.0,47396.56000000,47547.00000000,47010.89000000,47380.00000000,2244.81060200,1614931199.999,106162561.02350319,54941,1154.78843200,54615062.09516183,0
1614931200.0,47380.00000000,47500.00000000,46418.12000000,46634.35000000,3887.95356200,1614934799.999,182154304.92190576,84285,1868.71969900,87561478.41656940,0
1614934800.0,46635.75000000,47157.43000000,46530.00000000,47063.51000000,2099.12380600,1614938399.999,98404068.56155052,81748,1069.29766400,50123416.57233001,0
1614938400.0,47063.50000000,47229.79000000,46780.01000000,47080.97000000,2049.14217000,1614941999.999,96466965.17676227,56548,1022.73574500,48147056.34526113,0
1614942000.0,47080.96000000,47523.59000000,47080.96000000,47478.87000000,2364.22037600,1614945599.999,111937863.72534426,60511,1234.42823500,58449332.72046962,0
1614945600.0,47478.86000000,47880.00000000,46974.32000000,47649.99000000,3769.82325300,1614949199.999,179062291.78839200,91969,1890.51077600,89822202.81165216,0
1614949200.0,47650.00000000,48296.93000000,47325.94000000,48056.18000000,4933.82732300,1614952799.999,236340662.63323138,112419,2398.93031500,114929846.39371217,0
1614952800.0,48061.21000000,48728.21000000,47936.51000000,48136.81000000,5144.60762100,1614956399.999,248717770.50665324,116319,2514.10997600,121555662.47912867,0
1614956400.0,48136.82000000,48698.19000000,47837.83000000,47867.45000000,3709.70111800,1614959999.999,178860366.42656119,137384,1948.05050400,93911930.76677332,0
1614960000.0,47867.45000000,47867.45000000,46885.00000000,47658.14000000,5565.80565100,1614963599.999,264110340.34202984,145730,2898.83900300,137588239.24386049,0
1614963600.0,47656.65000000,48237.42000000,47320.00000000,48096.01000000,3532.14967600,1614967199.999,169030691.69754073,73267,1771.06620500,84768832.99502807,0
1614967200.0,48096.00000000,48558.50000000,47918.38000000,48478.11000000,3039.36504800,1614970799.999,146912674.73393674,102775,1519.11297900,73436368.93067457,0
1614970800.0,48478.12000000,49400.00000000,48310.40000000,49295.47000000,3687.78444400,1614974399.999,180194817.83148679,81593,2000.57971300,97749213.50761805,0
1614974400.0,49285.76000000,49448.93000000,48832.17000000,49173.85000000,2917.73505300,1614977999.999,143449027.15022502,98086,1373.60348600,67531426.71356788,0
1614978000.0,49173.85000000,49398.00000000,48890.97000000,49035.21000000,2046.17724000,1614981599.999,100533176.65973319,49623,901.49816000,44284505.17435807,0
1614981600.0,49035.20000000,49389.99000000,48673.71000000,49061.76000000,1773.89885300,1614985199.999,87064645.44800825,68027,847.37477500,41588318.89630794,0
1614985200.0,49061.77000000,49160.29000000,48579.59000000,48751.71000000,2021.88575500,1614988799.999,98728783.93955465,56088,1069.71443300,52227389.09566100,0
1614988800.0,48746.81000000,49156.00000000,48675.67000000,48808.05000000,1845.19339200,1614992399.999,90328263.10627944,50809,831.66585500,40712519.85447785,0
1614992400.0,48807.83000000,48901.65000000,48520.00000000,48647.38000000,1293.84492500,1614995999.999,62960628.37109181,36753,686.71059800,33415823.72733721,0
1614999600.0,48647.37000000,48801.81000000,48350.00000000,48657.72000000,818.44067300,1615003199.999,39764114.17495608,24356,390.87255100,18994831.45205219,0
1615003200.0,48657.72000000,48687.49000000,48115.83000000,48451.16000000,1726.74406000,1615006799.999,83446085.40417748,65417,838.47796700,40521172.94952703,0
1615006800.0,48450.12000000,48895.32000000,48193.00000000,48496.28000000,1653.75943400,1615010399.999,80307401.56732063,60397,797.99258200,38755342.22985057,0
1615010400.0,48496.27000000,48971.29000000,48482.17000000,48922.00000000,1754.07195500,1615013999.999,85589315.54183216,45201,814.31175800,39727407.03789698,0
1615014000.0,48922.00000000,49117.32000000,48772.24000000,48820.12000000,1647.18114200,1615017599.999,80636495.63993865,44370,828.00818800,40541376.07465345,0
1615017600.0,48820.13000000,49100.00000000,48600.00000000,48641.64000000,2233.92258700,1615021199.999,109189858.35294529,94092,1019.19495900,49830387.27238900,0
1615021200.0,48641.65000000,48785.00000000,48270.01000000,48335.10000000,1882.87757900,1615024799.999,91307735.75840453,48858,968.13415000,46956183.45522934,0
1615024800.0,48335.22000000,48499.99000000,48000.00000000,48035.36000000,2154.95648200,1615028399.999,103866218.01211190,86010,799.33601400,38574224.33102557,0
1615028400.0,48035.37000000,48331.91000000,48000.00000000,48171.01000000,1402.21562700,1615031999.999,67556132.69875654,65040,720.06973300,34694811.70184996,0
1615032000.0,48171.02000000,48212.85000000,47401.82000000,47660.74000000,3296.63806100,1615035599.999,157314265.41861050,107114,1500.30716100,71558286.31501310,0
1615035600.0,47660.75000000,47753.39000000,47070.00000000,47320.30000000,3107.86133500,1615039199.999,147223560.49443072,111334,1571.47825100,74445086.16189465,0
1615039200.0,47320.30000000,47725.51000000,47201.12000000,47560.96000000,1820.41148200,1615042799.999,86454116.60397910,85390,887.38063000,42145146.74546724,0
1615042800.0,47562.67000000,47712.69000000,47238.32000000,47267.88000000,1475.15553400,1615046399.999,70130991.28769348,64970,643.01072600,30570476.13868999,0
1615046400.0,47267.88000000,47941.03000000,47104.85000000,47757.43000000,2487.13413100,1615049999.999,118538409.63733009,67272,1233.57733000,58804306.46299256,0
1615050000.0,47755.08000000,48450.00000000,47655.01000000,48250.69000000,2674.93363700,1615053599.999,128615238.60874081,74126,1417.64681900,68178381.97808647,0
1615053600.0,48250.70000000,48623.00000000,48109.79000000,48473.30000000,2003.05469900,1615057199.999,96878694.16266076,60766,1000.80385800,48414740.66004490,0
1615057200.0,48473.30000000,48690.60000000,48248.27000000,48341.01000000,1584.42261600,1615060799.999,76741497.69559580,55227,752.46265000,36448564.22125696,0
1615060800.0,48341.00000000,48734.84000000,48223.36000000,48518.50000000,2390.26653700,1615064399.999,115903829.22444935,64961,1131.75658000,54877668.79805545,0
1615064400.0,48518.51000000,48723.00000000,48264.63000000,48578.71000000,1716.06082200,1615067999.999,83333485.92817200,45864,853.45273200,41443886.40759648,0
1615068000.0,48577.22000000,49200.00000000,48463.75000000,48920.88000000,1991.42598100,1615071599.999,97393078.60634556,64007,1087.31707300,53176565.98816272,0
1615071600.0,48920.87000000,49120.01000000,48805.00000000,48882.20000000,1438.66155100,1615075199.999,70431288.99568053,54140,726.64745200,35578683.01640515,0
1615075200.0,48882.20000000,49312.00000000,48882.20000000,49203.25000000,2100.25945600,1615078799.999,103198224.50174948,50983,970.03890400,47668550.32244923,0
1615078800.0,49203.25000000,49490.00000000,48982.17000000,49121.95000000,2165.86194700,1615082399.999,106634203.07368673,55306,1075.88714600,52971496.16525737,0
1615082400.0,49121.95000000,49851.00000000,49052.91000000,49550.58000000,2579.98201800,1615085999.999,127803055.39798113,66389,1312.80248700,65019805.77740570,0
1615086000.0,49550.57000000,49900.99000000,49433.88000000,49551.44000000,1952.16124400,1615089599.999,96921817.82949490,45080,1107.94368900,55006437.20451545,0
1615089600.0,49551.43000000,49687.98000000,49296.80000000,49436.18000000,1523.22473900,1615093199.999,75402078.26888658,39760,800.13952600,39611555.27593347,0
1615093200.0,49436.18000000,49459.25000000,49111.11000000,49342.00000000,1579.32018600,1615096799.999,77820439.49386912,42161,804.41909400,39636770.77620378,0
1615096800.0,49342.00000000,49650.00000000,49146.68000000,49458.56000000,1487.21177300,1615100399.999,73428065.58674330,40988,782.70461900,38646695.30076986,0
1615100400.0,49459.61000000,50179.17000000,49327.57000000,50052.68000000,1987.00673700,1615103999.999,98810047.42277223,59667,1170.22996700,58216821.35403710,0
1615104000.0,50041.84000000,50839.54000000,50041.84000000,50383.09000000,4309.51042700,1615107599.999,217681721.76721014,102837,2278.35695200,115075147.33173563,0
1615107600.0,50384.11000000,51148.22000000,50384.11000000,50943.02000000,4216.98337700,1615111199.999,214282778.69557453,92581,1954.81008400,99350510.16871535,0
1615111200.0,50942.82000000,50985.84000000,50448.30000000,50612.92000000,2825.81054000,1615114799.999,143295200.53975447,77271,1378.18459300,69882515.37060364,0
1615114800.0,50612.92000000,50899.22000000,50472.81000000,50705.52000000,2058.27371500,1615118399.999,104312732.69251849,95481,966.46236400,48974258.26926097,0
1615118400.0,50705.52000000,50827.68000000,50391.19000000,50746.20000000,1924.67203300,1615121999.999,97483869.91578244,98865,982.09945300,49745023.69876585,0
1615122000.0,50746.20000000,50850.00000000,50504.22000000,50764.44000000,1476.16870900,1615125599.999,74825391.39357174,78201,786.47793900,39869761.83968621,0
1615125600.0,50764.44000000,51250.00000000,50130.65000000,50646.34000000,3464.33850600,1615129199.999,175437666.26768617,132882,1812.38114600,91831991.42017184,0
1615129200.0,50644.47000000,50827.93000000,50375.00000000,50585.23000000,1711.75694000,1615132799.999,86620570.80002084,82961,831.83894100,42101517.74190130,0
1615132800.0,50585.23000000,51352.10000000,50585.23000000,51052.90000000,3580.06799000,1615136399.999,182478941.68802877,142491,1928.84970800,98306982.13874969,0
1615136400.0,51052.89000000,51201.00000000,50757.59000000,51075.93000000,2180.45262000,1615139999.999,111189339.99283847,72122,1004.53434100,51215894.92970774,0
1615140000.0,51075.92000000,51085.71000000,50368.20000000,50412.31000000,1905.27267300,1615143599.999,96571297.83960345,55137,823.15249100,41713682.58501177,0
1615143600.0,50412.31000000,50580.21000000,50250.00000000,50381.68000000,1644.62770800,1615147199.999,82922192.40165974,56614,777.78155300,39217774.29134322,0
1615147200.0,50381.69000000,50381.69000000,49758.01000000,50036.64000000,2640.36389100,1615150799.999,131910392.54777115,75982,1291.97714300,64531393.41747630,0
1615150800.0,50036.63000000,50265.81000000,49833.08000000,50086.12000000,1456.99025200,1615154399.999,72905828.80531929,46097,737.53448100,36904326.21658190,0
1615154400.0,50086.11000000,50784.12000000,49986.39000000,50498.55000000,1517.24544000,1615157999.999,76506985.44567601,57815,805.72865300,40637640.32013040,0
1615158000.0,50498.56000000,51450.03000000,50480.89000000,50971.75000000,2947.46511100,1615161599.999,150433067.08092704,90430,1501.26169000,76646327.80473961,0
1615161600.0,50959.11000000,51685.00000000,50843.59000000,51491.10000000,3257.85465200,1615165199.999,167532220.80472599,87283,1664.75015900,85625625.09715073,0
1615165200.0,51491.10000000,51847.38000000,51250.05000000,51557.70000000,2584.40645400,1615168799.999,133321736.21101052,68603,1386.32360900,71527975.71411801,0
1615168800.0,51557.70000000,51594.22000000,50481.84000000,50730.82000000,2903.06562400,1615172399.999,148006873.56592111,91650,1345.21497000,68578272.37141787,0
1615172400.0,50730.82000000,50808.32000000,50234.98000000,50598.49000000,2601.68625600,1615175999.999,131406016.57716334,78549,1357.85207700,68578506.12065437,0
1615176000.0,50598.49000000,50598.50000000,50100.00000000,50417.44000000,2251.80367300,1615179599.999,113395708.42521138,74157,976.48451800,49163995.41399760,0
1615179600.0,50417.45000000,50816.16000000,50355.16000000,50765.77000000,2044.28415900,1615183199.999,103420379.41058103,50504,869.21726000,43967243.94008993,0
1615183200.0,50765.77000000,50944.00000000,50150.42000000,50274.76000000,2858.16042200,1615186799.999,144355922.99870986,68636,1336.25596400,67455288.09774121,0
1615186800.0,50274.76000000,50427.53000000,49521.20000000,49755.24000000,4023.21432200,1615190399.999,200668275.32925711,144588,1873.21801200,93429823.19165830,0
1615190400.0,49755.24000000,49888.59000000,49274.67000000,49880.35000000,3692.48248300,1615193999.999,183134555.22723845,113084,2047.76088700,101577562.53025498,0
1615194000.0,49880.49000000,50099.97000000,49400.00000000,49880.00000000,2802.45034100,1615197599.999,139353571.38893106,87412,1425.30809600,70870549.56441601,0
1615197600.0,49883.13000000,50271.67000000,49682.30000000,50061.00000000,2791.02336900,1615201199.999,139630861.87948468,83384,1306.78230300,65377786.40296342,0
1615201200.0,50061.01000000,50560.00000000,49878.00000000,50496.82000000,2218.68353400,1615204799.999,111303263.46838359,67392,1046.06135000,52500038.21727070,0
1615204800.0,50490.39000000,50550.00000000,50100.01000000,50275.00000000,2463.59128000,1615208399.999,123859515.93219230,106998,1230.16748800,61832507.38718820,0
1615208400.0,50274.58000000,51065.63000000,50265.16000000,50978.43000000,3657.93876700,1615211999.999,185567165.97821940,96513,1959.70080200,99433094.01405771,0
1615212000.0,50978.42000000,51233.00000000,50122.45000000,50740.90000000,3500.51925400,1615215599.999,177662740.73706399,90866,1728.69959400,87764612.54062723,0
1615215600.0,50744.26000000,51220.00000000,50541.67000000,51054.99000000,3226.78819100,1615219199.999,164440816.09683350,100209,1585.30549900,80788201.25393567,0
1615219200.0,51055.00000000,51175.00000000,50550.01000000,50664.91000000,2348.85657100,1615222799.999,119420974.82149234,94450,1086.43708300,55242344.20254800,0
1615222800.0,50664.91000000,50880.00000000,50630.00000000,50809.04000000,1704.21204600,1615226399.999,86504651.13651521,50012,847.61082300,43022964.53166323,0
1615226400.0,50801.55000000,51075.40000000,50732.36000000,50803.18000000,1705.52357700,1615229999.999,86766065.46065339,55683,906.68032900,46127826.51742071,0
1615230000.0,50803.19000000,51485.35000000,50790.00000000,51310.82000000,2750.06832100,1615233599.999,140806609.39956926,78017,1554.60407500,79595830.83252232,0
1615233600.0,51310.82000000,51996.58000000,51236.20000000,51759.63000000,3743.68592700,1615237199.999,193227154.41797584,91822,2046.41460200,105638054.54415526,0
1615237200.0,51762.77000000,51927.00000000,51505.00000000,51848.33000000,2386.92988300,1615240799.999,123383951.07238626,69111,1226.12339700,63380257.47346715,0
1615240800.0,51848.34000000,51900.00000000,51300.00000000,51599.99000000,2086.90564400,1615244399.999,107715294.63750250,64080,996.38337000,51424034.54236948,0
1615244400.0,51599.99000000,52402.78000000,51599.99000000,52375.17000000,3383.22491400,1615247999.999,175963606.05905191,86398,1792.07330300,93215403.60381130,0
1615248000.0,52375.18000000,52540.48000000,51789.41000000,52020.23000000,3791.40283500,1615251599.999,197912696.36021609,87276,1664.14966100,86874880.25037327,0
1615251600.0,52020.24000000,53760.00000000,51981.26000000,53575.35000000,7510.12043300,1615255199.999,399283702.06985720,175064,3768.11309800,200164678.25920825,0
1615255200.0,53575.35000000,53799.00000000,53250.41000000,53592.70000000,3698.60810800,1615258799.999,197955885.60833725,85448,1754.37336900,93895295.30641556,0
1615258800.0,53592.84000000,54100.00000000,53452.47000000,53840.62000000,3755.86080800,1615262399.999,202076703.45060345,123817,2013.20313100,108337810.89619365,0
1615262400.0,53840.63000000,54040.00000000,53484.44000000,53678.88000000,2461.50389000,1615265999.999,132389835.35042694,105442,1212.58073500,65232255.48113861,0
1615266000.0,53684.14000000,54400.80000000,53681.44000000,54254.52000000,3270.83220000,1615269599.999,177122662.01191597,105492,1617.87522500,87612894.14903043,0
1615269600.0,54254.52000000,54448.00000000,53737.00000000,53847.64000000,3100.27232600,1615273199.999,167775430.98412366,105727,1472.88790800,79711132.13164485,0
1615273200.0,53847.64000000,53890.92000000,53409.57000000,53546.90000000,3215.78379400,1615276799.999,172686602.92112191,89948,1660.18673600,89151626.76902997,0
1615276800.0,53546.89000000,54168.99000000,53274.96000000,54023.79000000,2853.62344200,1615280399.999,153610890.80429791,85740,1417.53674300,76321973.66824262,0
1615280400.0,54023.79000000,54270.27000000,53872.05000000,54112.50000000,2719.14579200,1615283999.999,147119316.09875463,109901,1324.06080600,71645321.27726512,0
1615284000.0,54112.50000000,54355.00000000,53875.00000000,54159.52000000,3441.45900400,1615287599.999,186327392.60715713,84266,1855.50604200,100465270.82105504,0
1615287600.0,54159.52000000,54293.97000000,53917.21000000,54233.32000000,2086.75598400,1615291199.999,112971333.32137995,74794,1091.29870400,59083177.99982496,0
1615291200.0,54235.88000000,54236.70000000,53538.77000000,53725.50000000,2514.80248000,1615294799.999,135616547.02971201,85101,1219.35717200,65770018.74282352,0
1615294800.0,53725.49000000,54815.84000000,53664.21000000,54779.99000000,4188.62268200,1615298399.999,227723165.86607819,95413,2150.28053700,116843910.89693138,0
1615298400.0,54780.26000000,54787.99000000,54364.32000000,54488.22000000,3828.42272800,1615301999.999,208801703.42261675,88343,1713.49493600,93455110.78079582,0
1615302000.0,54491.33000000,54515.22000000,53852.36000000,54097.02000000,3283.75887800,1615305599.999,178144082.57325058,87761,1620.73577500,87930796.04115975,0
1615305600.0,54097.03000000,54338.00000000,53750.00000000,54098.11000000,2509.81294500,1615309199.999,135766937.13154166,81155,1198.87510800,64862537.00357689,0
1615309200.0,54098.10000000,54272.05000000,53770.71000000,53793.76000000,1643.37624400,1615312799.999,88748904.97034261,55343,756.51538000,40857782.17084192,0
1615312800.0,53793.75000000,54046.78000000,53626.97000000,53885.96000000,1917.18194000,1615316399.999,103252757.97341270,64916,853.52832300,45971308.90448470,0
1615316400.0,53885.96000000,54225.35000000,53790.00000000,54108.79000000,1688.78796300,1615319999.999,91204342.10730320,52793,764.36135600,41284647.62990380,0
1615320000.0,54108.79000000,54584.19000000,54052.76000000,54326.14000000,2231.22065500,1615323599.999,121220201.85818624,64958,919.93164000,49982072.82172721,0
1615323600.0,54326.14000000,54519.47000000,53882.52000000,54278.61000000,2200.55778200,1615327199.999,119259800.97293867,107247,991.92819400,53764999.76525669,0
1615327200.0,54278.61000000,54860.28000000,54139.10000000,54808.75000000,1795.94455500,1615330799.999,97889012.49945934,110379,998.30357900,54433604.60717156,0
1615330800.0,54808.76000000,54895.00000000,54474.99000000,54884.50000000,1948.87960800,1615334399.999,106591056.66186947,68074,972.45692800,53191667.31053432,0
1615334400.0,54874.67000000,55763.00000000,54782.93000000,55510.00000000,5030.93125900,1615337999.999,278163888.80423138,123240,2865.37255900,158451994.67947400,0
1615338000.0,55510.01000000,55813.09000000,54468.26000000,54676.87000000,3691.17587200,1615341599.999,203388526.25539069,108462,1723.70589000,95018007.02153540,0
1615341600.0,54676.86000000,54676.87000000,53300.00000000,53936.44000000,5819.53214700,1615345199.999,313787381.36255326,184750,2818.00969300,151971986.61652164,0
1615345200.0,53936.43000000,54126.67000000,53134.80000000,53467.80000000,3497.09674400,1615348799.999,187553477.50767544,128407,1721.73624900,92340567.68327365,0
1615348800.0,53468.33000000,53837.16000000,53332.46000000,53647.63000000,1979.67065800,1615352399.999,106022641.77677777,90802,1016.04946000,54420863.19915381,0
1615352400.0,53647.63000000,53692.21000000,53005.00000000,53651.39000000,2203.22310100,1615355999.999,117817036.44144045,61148,1003.51678300,53671721.06711454,0
1615356000.0,53651.38000000,54065.65000000,53510.01000000,53864.41000000,2538.97931000,1615359599.999,136586624.91054384,66401,1181.66589300,63576141.89829709,0
1615359600.0,53864.40000000,54407.74000000,53826.26000000,54173.38000000,3010.88572800,1615363199.999,163063921.96133852,73576,1305.89170000,70694918.41897156,0
1615363200.0,54177.47000000,54734.96000000,54032.38000000,54632.79000000,2225.61026900,1615366799.999,121263076.05268722,68375,1075.33229800,58597179.33791266,0
1615366800.0,54632.78000000,55444.00000000,54300.11000000,55227.99000000,3499.58051200,1615370399.999,192174619.38342005,117610,1883.97487600,103469981.96843685,0
1615370400.0,55228.00000000,55389.00000000,54679.95000000,54832.98000000,2604.47748200,1615373999.999,143232395.10989021,74415,1258.61416200,69219098.23965225,0
1615374000.0,54832.99000000,54991.00000000,54512.00000000,54858.47000000,2400.09979600,1615377599.999,131435336.54839869,72473,1242.54503400,68049556.66874276,0
1615377600.0,54858.47000000,55481.28000000,54834.00000000,55219.99000000,2894.17949200,1615381199.999,159715138.18974388,96315,1435.42521300,79210645.41164055,0
1615381200.0,55219.99000000,56333.00000000,55139.01000000,56262.56000000,5022.45430700,1615384799.999,280601614.94202186,168592,2834.61204000,158395300.22812159,0
1615384800.0,56260.09000000,56400.00000000,55761.66000000,56092.62000000,4222.23944600,1615388399.999,236711475.65369735,105277,2216.06998300,124253250.76830775,0
1615388400.0,56092.62000000,56489.66000000,55952.63000000,56328.81000000,3869.22929400,1615391999.999,217544118.14182842,119846,2033.89209200,114362468.87187820,0
1615392000.0,56328.81000000,57075.92000000,56100.00000000,57009.53000000,4890.44202100,1615395599.999,276608476.15814133,158136,2688.45561000,152151018.94701652,0
1615395600.0,57009.53000000,57100.00000000,56366.00000000,56860.01000000,4201.85636100,1615399199.999,238726485.19676862,112830,2078.51722400,118097883.35913201,0
1615399200.0,56860.01000000,57100.00000000,56566.00000000,56730.54000000,3021.74944600,1615402799.999,171672296.48973269,112253,1527.95686100,86833386.89608197,0
1615402800.0,56730.55000000,57387.69000000,56595.76000000,56739.40000000,3678.78143400,1615406399.999,209778225.64322700,113397,1948.74731500,111142625.66022464,0
1615406400.0,56739.40000000,56894.11000000,56037.15000000,56266.00000000,4313.70234300,1615409999.999,243351448.84513943,103580,2056.77838800,116032467.81399536,0
1615410000.0,56266.00000000,57045.22000000,55530.01000000,56918.40000000,4757.62006100,1615413599.999,267433343.98345132,137896,2238.29399300,125891109.13654264,0
1615413600.0,56919.10000000,57225.73000000,56476.95000000,56905.37000000,2148.26032300,1615417199.999,122097690.91867705,122720,1031.85684900,58640715.97042828,0
1615417200.0,56905.37000000,56950.00000000,55800.00000000,55851.59000000,3227.46153700,1615420799.999,181468323.08243598,126783,1464.86724000,82363403.00431579,0
1615420800.0,55851.59000000,56499.98000000,55505.00000000,55601.55000000,3761.55064900,1615424399.999,210353015.90269695,90868,1696.50550100,94915524.54606974,0
1615424400.0,55607.55000000,55947.36000000,55170.22000000,55781.92000000,2880.27800500,1615427999.999,159874580.29863754,101593,1368.35340200,75951107.75153002,0
1615428000.0,55781.91000000,56323.51000000,55649.93000000,56314.58000000,2435.82663700,1615431599.999,136454058.76350731,75084,1144.62183700,64131823.51034431,0
1615431600.0,56316.41000000,56483.11000000,55599.00000000,55992.60000000,2196.10924700,1615435199.999,122958150.58607872,55310,1008.88913300,56489560.21144334,0
1615435200.0,55992.60000000,56179.87000000,55603.66000000,55835.40000000,1923.30227900,1615438799.999,107433105.09803673,53208,867.97644500,48494019.10522811,0
1615438800.0,55835.39000000,55835.39000000,55200.80000000,55275.32000000,2300.08825500,1615442399.999,127532060.63464739,59755,1026.44407700,56917529.14522981,0
1615442400.0,55275.32000000,55767.15000000,55005.00000000,55557.94000000,2896.87139900,1615445999.999,160614869.33489713,88276,1212.49627000,67219434.03965599,0
1615446000.0,55555.13000000,55797.07000000,55005.00000000,55034.20000000,2820.53245100,1615449599.999,156384279.72275556,67395,1232.04863500,68339656.64406550,0
1615449600.0,55034.21000000,55093.53000000,54272.82000000,54761.02000000,5458.58310800,1615453199.999,298607963.54632673,163889,2560.04374100,140024508.03798743,0
1615453200.0,54761.01000000,54928.43000000,54431.86000000,54474.27000000,2587.03118800,1615456799.999,141452638.84688428,104738,1153.32501000,63068186.21338541,0
1615456800.0,54474.27000000,55612.95000000,54414.40000000,55530.60000000,3587.14363000,1615460399.999,197503390.76972889,103026,1736.73689000,95653283.58413024,0
1615460400.0,55530.59000000,56270.75000000,55407.18000000,56227.34000000,3528.16672500,1615463999.999,196688903.37317042,137451,1746.61171400,97389590.63372770,0
1615464000.0,56233.42000000,56445.09000000,55702.09000000,56272.54000000,3821.53970800,1615467599.999,214419408.69514294,120863,2079.66945400,116708252.86877621,0
1615467600.0,56275.00000000,56999.00000000,56272.54000000,56921.18000000,3907.83970500,1615471199.999,221504818.85517440,105871,2166.02927900,122786018.61260917,0
1615471200.0,56921.18000000,57238.50000000,56462.48000000,56815.13000000,4930.07917700,1615474799.999,280477535.35700521,113826,2610.84844900,148553409.34894555,0
1615474800.0,56815.13000000,57091.06000000,55855.00000000,56347.19000000,4918.27352200,1615478399.999,277865272.78465665,132208,2348.87395600,132736207.88730156,0
1615478400.0,56347.19000000,57030.00000000,56340.06000000,56872.10000000,3501.18927600,1615481999.999,198572717.14887414,111203,1874.83613400,106345667.99200097,0
1615482000.0,56872.10000000,57050.00000000,56269.76000000,56802.88000000,3424.87557200,1615485599.999,194291111.72167817,118769,1684.21031000,95569536.95695499,0
1615485600.0,56802.88000000,57682.00000000,56531.67000000,57519.86000000,4910.64605200,1615489199.999,281082821.13913408,164860,2879.09497200,164857199.07505495,0
1615489200.0,57519.86000000,57651.35000000,56628.03000000,56827.84000000,2840.07287800,1615492799.999,162499210.35406519,95082,1414.14052500,80929865.24310701,0
